DEPTH,BVW,CARB_FLAG,COAL_FLAG,KLOGH,KLOGV,PHIF,RHOFL,RHOMA,RW,SAND_FLAG,SW,TEMP,VSH
3907.2312,0.105176,0,0,0,0,0.132952,0.9,2.66,0.0209713,0,0.7911,117.0224,1.0984
3907.3836,0.098217,0,0,0,0,0.122741,0.9,2.66,0.0209708,0,0.8002,117.0259,1.0706
3907.536,0.095346,0,0,0,0,0.106839,0.9,2.66,0.0209703,0,0.8924,117.0295,1.0868
3907.6884,0.09803,0,0,0,0,0.103414,0.9,2.66,0.0209697,0,0.9479,117.0331,1.0661
3907.8408,0.10408,0,0,0,0,0.124404,0.9,2.66,0.0209692,0,0.8366,117.0366,1.0702
3907.9932,0.108394,0,0,0,0,0.151669,0.9,2.66,0.0209686,0,0.7147,117.0402,1.1
3908.1456,0.108978,0,0,0,0,0.156244,0.9,2.66,0.0209681,0,0.6975,117.0437,1.1078
3908.298,0.109947,0,0,0,0,0.152845,0.9,2.66,0.0209676,0,0.7193,117.0473,1.1234
3908.4504,0.108601,0,0,0,0,0.139222,0.9,2.66,0.020967,0,0.7801,117.0509,1.1128
3908.6028,0.107619,0,0,0,0,0.135232,0.9,2.66,0.0209665,0,0.7958,117.0544,1.0816
3908.7552,0.107346,0,0,0,0,0.140334,0.9,2.66,0.020966,0,0.7649,117.058,1.119
3908.9076,0.106799,0,0,0,0,0.136936,0.9,2.66,0.0209654,0,0.7799,117.0616,1.0741
3909.06,0.104973,0,0,0,0,0.123313,0.9,2.66,0.0209649,0,0.8513,117.0651,1.0683
3909.2124,0.104334,0,0,0,0,0.118756,0.9,2.66,0.0209643,0,0.8786,117.0687,1.0909
3909.3648,0.103379,0,0,0,0,0.117048,0.9,2.66,0.0209638,0,0.8832,117.0722,1.0604
3909.5172,0.103777,0,0,0,0,0.122152,0.9,2.66,0.0209633,0,0.8496,117.0758,1.0066
3909.6696,0.105679,0,0,0,0,0.134075,0.9,2.66,0.0209627,0,0.7882,117.0794,0.9954
3909.822,0.105629,0,0,0,0,0.132956,0.9,2.66,0.0209622,0,0.7945,117.0829,0.9899
3909.9744,0.106132,0,0,0,0,0.122173,0.9,2.66,0.0209616,0,0.8687,117.0865,1.062
3910.1268,0.111181,0,0,0,0,0.127385,0.9,2.66,0.0209611,0,0.8728,117.09,1.0559
3910.2792,0.112,0,0,0,0,0.137487,0.9,2.66,0.0209606,0,0.8146,117.0936,1.0399
3910.4316,0.105609,0,0,0,0,0.126151,0.9,2.66,0.02096,0,0.8372,117.0972,1.0179
3910.584,0.102649,0,0,0,0,0.113653,0.9,2.66,0.0209595,0,0.9032,117.1007,1.0269
3910.7364,0.105583,0,0,0,0,0.12158,0.9,2.66,0.0209589,0,0.8684,117.1043,1.0907
3910.8888,0.103534,0,0,0,0,0.120456,0.9,2.66,0.0209584,0,0.8595,117.1078,1.068
3911.0412,0.10145,0,0,0,0,0.126129,0.9,2.66,0.0209579,0,0.8043,117.1114,1.0663
3911.1936,0.101186,0,0,0,0,0.132946,0.9,2.66,0.0209573,0,0.7611,117.115,1.0489
3911.346,0.103313,0,0,0,0,0.137494,0.9,2.66,0.0209568,0,0.7514,117.1185,1.0476
3911.4984,0.106849,0,0,0,0,0.134663,0.9,2.66,0.0209563,0,0.7935,117.1221,1.0619
3911.6508,0.106779,0,0,0,0,0.116501,0.9,2.66,0.0209557,0,0.9165,117.1257,1.0069
3911.8032,0.103604,0,0,0,0,0.11591,0.9,2.66,0.0209552,0,0.8938,117.1292,1.0201
3911.9556,0.099741,0,0,0,0,0.127825,0.9,2.66,0.0209546,0,0.7803,117.1328,1.0143
3912.108,0.100552,0,0,0,0,0.125004,0.9,2.66,0.0209541,0,0.8044,117.1363,1.0449
3912.2604,0.107264,0,0,0,0,0.139753,0.9,2.66,0.0209536,0,0.7675,117.1399,1.0502
3912.4128,0.102805,0,0,0,0,0.125019,0.9,2.66,0.020953,0,0.8223,117.1435,0.9921
3912.5652,0.099847,0,0,0,0,0.118191,0.9,2.66,0.0209525,0,0.8448,117.147,1.0127
3912.7176,0.099216,0,0,0,0,0.122154,0.9,2.66,0.0209519,0,0.8122,117.1506,1.0508
3912.87,0.09829,0,0,0,0,0.119889,0.9,2.66,0.0209514,0,0.8198,117.1542,1.0554
3913.0224,0.099717,0,0,0,0,0.115914,0.9,2.66,0.0209509,0,0.8603,117.1577,1.0452
3913.1748,0.100018,0,0,0,0,0.110235,0.9,2.66,0.0209503,0,0.9073,117.1613,1.0765
3913.3272,0.094735,0,0,0,0,0.096041,0.9,2.66,0.0209498,0,0.9864,117.1648,1.1163
3913.4796,0.099252,0,0,0,0,0.123827,0.9,2.66,0.0209493,0,0.8015,117.1684,1.175
3913.632,0.099073,0,0,0,0,0.123864,0.9,2.66,0.0209487,0,0.7999,117.172,1.133
3913.7844,0.09749,0,0,0,0,0.11138,0.9,2.66,0.0209482,0,0.8753,117.1755,1.0598
3913.9368,0.099585,0,0,0,0,0.116471,0.9,2.66,0.0209476,0,0.855,117.1791,1.1192
3914.0892,0.100067,0,0,0,0,0.121584,0.9,2.66,0.0209471,0,0.823,117.1826,1.1135
3914.2416,0.096324,0,0,0,0,0.111377,0.9,2.66,0.0209466,0,0.8648,117.1862,1.0528
3914.394,0.096326,0,0,0,0,0.112499,0.9,2.66,0.020946,0,0.8562,117.1898,1.0749
3914.5464,0.100048,0,0,0,0,0.121012,0.9,2.66,0.0209455,0,0.8268,117.1933,1.0815
3914.6988,0.103206,0,0,0,0,0.129534,0.9,2.66,0.020945,0,0.7967,117.1969,1.1031
3914.8512,0.104499,0,0,0,0,0.149973,0.9,2.66,0.0209444,0,0.6968,117.2004,1.111
3915.0036,0.095691,0,0,0,0,0.121628,0.9,2.66,0.0209439,0,0.7867,117.204,1.0648
3915.156,0.092733,0,0,0,0,0.104568,0.9,2.66,0.0209433,0,0.8868,117.2076,1.0815
3915.3084,0.098176,0,0,0,0,0.118731,0.9,2.66,0.0209428,0,0.8269,117.2111,1.0564
3915.4608,0.099,0,0,0,0,0.111373,0.9,2.66,0.0209423,0,0.8889,117.2147,1.0353
3915.6132,0.097498,0,0,0,0,0.105122,0.9,2.66,0.0209417,0,0.9275,117.2183,1.0185
3915.7656,0.093873,0,0,0,0,0.105114,0.9,2.66,0.0209412,0,0.8931,117.2218,1.0284
3915.918,0.094057,0,0,0,0,0.107951,0.9,2.66,0.0209407,0,0.8713,117.2254,1.0072
3916.0704,0.092634,0,0,0,0,0.092634,0.9,2.66,0.0209401,0,1,117.2289,1.0381
3916.2228,0.097796,0,0,0,0,0.103962,0.9,2.66,0.0209396,0,0.9407,117.2325,1.0699
3916.3752,0.094999,0,0,0,0,0.10114,0.9,2.66,0.020939,0,0.9393,117.2361,1.021
3916.5276,0.09538,0,0,0,0,0.108513,0.9,2.66,0.0209385,0,0.879,117.2396,1.0248
3916.68,0.096782,0,0,0,0,0.10682,0.9,2.66,0.020938,0,0.906,117.2432,1.0405
3916.8324,0.100196,0,0,0,0,0.111925,0.9,2.66,0.0209374,0,0.8952,117.2467,1.1028
3916.9848,0.099794,0,0,0,0,0.114769,0.9,2.66,0.0209369,0,0.8695,117.2503,1.046
3917.1372,0.099356,0,0,0,0,0.118745,0.9,2.66,0.0209364,0,0.8367,117.2539,1.0547
3917.2896,0.100018,0,0,0,0,0.121587,0.9,2.66,0.0209358,0,0.8226,117.2574,1.0628
3917.442,0.096971,0,0,0,0,0.106838,0.9,2.66,0.0209353,0,0.9076,117.261,1.0118
3917.5944,0.096577,0,0,0,0,0.109655,0.9,2.66,0.0209347,0,0.8807,117.2645,1.0407
3917.7468,0.095187,0,0,0,0,0.109659,0.9,2.66,0.0209342,0,0.868,117.2681,1.0329
3917.8992,0.091719,0,0,0,0,0.094338,0.9,2.66,0.0209337,0,0.9722,117.2717,1.0574
3918.0516,0.097438,0,0,0,0,0.115881,0.9,2.66,0.0209331,0,0.8408,117.2752,1.0507
3918.204,0.097454,0,0,0,0,0.113072,0.9,2.66,0.0209326,0,0.8619,117.2788,1.018
3918.3564,0.095257,0,0,0,0,0.100017,0.9,2.66,0.0209321,0,0.9524,117.2824,1.07
3918.5088,0.094929,0,0,0,0,0.10227,0.9,2.66,0.0209315,0,0.9282,117.2859,1.0735
3918.6612,0.095562,0,0,0,0,0.103975,0.9,2.66,0.020931,0,0.9191,117.2895,1.0323
3918.8136,0.097502,0,0,0,0,0.105112,0.9,2.66,0.0209304,0,0.9276,117.293,1.0251
3918.966,0.09882,0,0,0,0,0.11476,0.9,2.66,0.0209299,0,0.8611,117.2966,1.0112
3919.1184,0.09498,0,0,0,0,0.107964,0.9,2.66,0.0209294,0,0.8797,117.3002,1.0416
3919.2708,0.097234,0,0,0,0,0.111359,0.9,2.66,0.0209288,0,0.8732,117.3037,1.049
3919.4232,0.09949,0,0,0,0,0.113066,0.9,2.66,0.0209283,0,0.8799,117.3073,1.0537
3919.5756,0.095287,0,0,0,0,0.100585,0.9,2.66,0.0209278,0,0.9473,117.3109,1.0405
3919.728,0.096826,0,0,0,0,0.109647,0.9,2.66,0.0209272,0,0.8831,117.3144,1.0415
3919.8804,0.095577,0,0,0,0,0.107389,0.9,2.66,0.0209267,0,0.89,117.318,1.0903
3920.0328,0.094777,0,0,0,0,0.106819,0.9,2.66,0.0209261,0,0.8873,117.3215,1.0706
3920.1852,0.094264,0,0,0,0,0.107386,0.9,2.66,0.0209256,0,0.8778,117.3251,1.0687
3920.3376,0.092661,0,0,0,0,0.103414,0.9,2.66,0.0209251,0,0.896,117.3287,1.0504
3920.49,0.095094,0,0,0,0,0.117028,0.9,2.66,0.0209245,0,0.8126,117.3322,1.045
3920.6424,0.095949,0,0,0,0,0.117045,0.9,2.66,0.020924,0,0.8198,117.3358,1.0657
3920.7948,0.086404,0,0,0,0,0.086404,0.9,2.66,0.0209235,0,1,117.3393,1.0168
3920.9472,0.089172,0,0,0,0,0.094875,0.9,2.66,0.0209229,0,0.9399,117.3429,1.0395
3921.0996,0.092006,0,0,0,0,0.107937,0.9,2.66,0.0209224,0,0.8524,117.3465,1.0405
3921.252,0.091307,0,0,0,0,0.098876,0.9,2.66,0.0209219,0,0.9235,117.35,1.0691
3921.4044,0.091537,0,0,0,0,0.101701,0.9,2.66,0.0209213,0,0.9001,117.3536,1.074
3921.5568,0.092988,0,0,0,0,0.113621,0.9,2.66,0.0209208,0,0.8184,117.3571,1.0909
3921.7092,0.089501,0,0,0,0,0.10399,0.9,2.66,0.0209202,0,0.8607,117.3607,1.082
3921.8616,0.09228,0,0,0,0,0.124405,0.9,2.66,0.0209197,0,0.7418,117.3643,0.9089
3922.014,0.092625,0,0,0,0,0.122162,0.9,2.66,0.0209192,0,0.7582,117.3678,0.9648
3922.1664,0.090218,0,0,0,0,0.114215,0.9,2.66,0.0209186,0,0.7899,117.3714,0.9815
3922.3188,0.095058,0,0,0,0,0.125553,0.9,2.66,0.0209181,0,0.7571,117.375,0.9493
3922.4712,0.095754,0,0,0,0,0.121596,0.9,2.66,0.0209176,0,0.7875,117.3785,1.005
3922.6236,0.096882,0,0,0,0,0.120456,0.9,2.66,0.020917,0,0.8043,117.3821,0.9703
3922.776,0.101787,0,0,0,0,0.144287,0.9,2.66,0.0209165,0,0.7055,117.3856,0.9938
3922.9284,0.101763,0,0,0,0,0.138644,0.9,2.66,0.020916,0,0.734,117.3892,0.9672
3923.0808,0.101841,0,0,0,0,0.138636,0.9,2.66,0.0209154,0,0.7346,117.3928,0.9579
3923.2332,0.096587,0,0,0,0,0.12899,0.9,2.66,0.0209149,0,0.7488,117.3963,1.0661
3923.3856,0.094557,0,0,0,0,0.136354,0.9,2.66,0.0209143,0,0.6935,117.3999,1.0461
3923.538,0.097528,0,0,0,0,0.138633,0.9,2.66,0.0209138,0,0.7035,117.4034,1.1186
3923.6904,0.092111,0,0,0,0,0.102888,0.9,2.66,0.0209133,0,0.8953,117.407,1.0497
3923.8428,0.097954,0,0,0,0,0.123836,0.9,2.66,0.0209127,0,0.791,117.4106,1.0116
3923.9952,0.094556,0,0,0,0,0.113082,0.9,2.66,0.0209122,0,0.8362,117.4141,0.9925
3924.1476,0.097124,0,0,0,0,0.119877,0.9,2.66,0.0209117,0,0.8102,117.4177,0.9639
3924.3,0.10012,0,0,0,0,0.118752,0.9,2.66,0.0209111,0,0.8431,117.4213,0.9399
3924.4524,0.097869,0,0,0,0,0.117048,0.9,2.66,0.0209106,0,0.8361,117.4248,0.952
3924.6048,0.096041,0,0,0,0,0.126692,0.9,2.66,0.0209101,0,0.7581,117.4284,0.9892
3924.7572,0.097155,0,0,0,0,0.128407,0.9,2.66,0.0209095,0,0.7566,117.4319,1.0199
3924.9096,0.099105,0,0,0,0,0.130111,0.9,2.66,0.020909,0,0.7617,117.4355,1.0047
3925.062,0.102874,0,0,0,0,0.13749,0.9,2.66,0.0209084,0,0.7482,117.4391,1.0502
3925.2144,0.101708,0,0,0,0,0.141472,0.9,2.66,0.0209079,0,0.7189,117.4426,1.0578
3925.3668,0.102684,0,0,0,0,0.132398,0.9,2.66,0.0209074,0,0.7756,117.4462,1.0506
3925.5192,0.102948,0,0,0,0,0.128414,0.9,2.66,0.0209068,0,0.8017,117.4497,1.05
3925.6716,0.102198,0,0,0,0,0.149972,0.9,2.66,0.0209063,0,0.6815,117.4533,1.0546
3925.824,0.102256,0,0,0,0,0.14773,0.9,2.66,0.0209058,0,0.6922,117.4569,1.0808
3925.9764,0.098752,0,0,0,0,0.140918,0.9,2.66,0.0209052,0,0.7008,117.4604,1.1061
3926.1288,0.093739,0,0,0,0,0.122751,0.9,2.66,0.0209047,0,0.7637,117.464,1.0535
3926.2812,0.092318,0,0,0,0,0.111946,0.9,2.66,0.0209042,0,0.8247,117.4676,1.0364
3926.4336,0.097353,0,0,0,0,0.128955,0.9,2.66,0.0209036,0,0.7549,117.4711,0.9914
3926.586,0.101548,0,0,0,0,0.12841,0.9,2.66,0.0209031,0,0.7908,117.4747,0.9862
3926.7384,0.105149,0,0,0,0,0.129544,0.9,2.66,0.0209026,0,0.8117,117.4782,0.9651
3926.8908,0.10323,0,0,0,0,0.135787,0.9,2.66,0.020902,0,0.7602,117.4818,1.0994
3927.0432,0.103317,0,0,0,0,0.136363,0.9,2.66,0.0209015,0,0.7577,117.4854,1.0907
3927.1956,0.103637,0,0,0,0,0.134094,0.9,2.66,0.0209009,0,0.7729,117.4889,1.1155
3927.348,0.097562,0,0,0,0,0.139198,0.9,2.66,0.0209004,0,0.7009,117.4925,1.1052
3927.5004,0.103834,0,0,0,0,0.148851,0.9,2.66,0.0208999,0,0.6976,117.496,1.1813
3927.6528,0.100057,0,0,0,0,0.131273,0.9,2.66,0.0208993,0,0.7622,117.4996,1.1548
3927.8052,0.103168,0,0,0,0,0.137492,0.9,2.66,0.0208988,0,0.7504,117.5032,1.1517
3927.9576,0.093724,0,0,0,0,0.142039,0.9,2.66,0.0208983,0,0.6598,117.5067,1.1533
3928.11,0.091518,0,0,0,0,0.128994,0.9,2.66,0.0208977,0,0.7095,117.5103,1.1663
3928.2624,0.090175,0,0,0,0,0.12387,0.9,2.66,0.0208972,0,0.728,117.5138,1.0734
3928.4148,0.085226,0,0,0,0,0.101734,0.9,2.66,0.0208967,0,0.8377,117.5174,1.0538
3928.5672,0.08776,0,0,0,0,0.111918,0.9,2.66,0.0208961,0,0.7841,117.521,1.058
3928.7196,0.088761,0,0,0,0,0.122146,0.9,2.66,0.0208956,0,0.7267,117.5245,1.1025
3928.872,0.083463,0,0,0,0,0.102866,0.9,2.66,0.0208951,0,0.8114,117.5281,1.067
3929.0244,0.087592,0,0,0,0,0.110785,0.9,2.66,0.0208945,0,0.7906,117.5317,1.0581
3929.1768,0.088865,0,0,0,0,0.106823,0.9,2.66,0.020894,0,0.8319,117.5352,0.9912
3929.3292,0.077312,0,0,0,0,0.077312,0.9,2.66,0.0208935,0,1,117.5388,1.0002
3929.4816,0.080847,0,0,0,0,0.081245,0.9,2.66,0.0208929,0,0.9951,117.5423,0.9471
3929.634,0.069334,0,0,0,0,0.069334,0.9,2.66,0.0208924,0,1,117.5459,0.9676
3929.7864,0.082734,0,0,0,0,0.085206,0.9,2.66,0.0208918,0,0.971,117.5495,0.9699
3929.9388,0.074446,0,0,0,0,0.074446,0.9,2.66,0.0208913,0,1,117.553,1.048
3930.0912,0.078971,0,0,0,0,0.078971,0.9,2.66,0.0208908,0,1,117.5566,1.0404
3930.2436,0.091677,0,0,0,0,0.12494,0.9,2.66,0.0208902,0,0.7338,117.5602,1.0561
3930.396,0.091932,0,0,0,0,0.123865,0.9,2.66,0.0208897,0,0.7422,117.5637,0.9645
3930.5484,0.094047,0,0,0,0,0.130105,0.9,2.66,0.0208892,0,0.7229,117.5673,1.0122
3930.7008,0.085135,0,0,0,0,0.085286,0.9,2.66,0.0208886,0,0.9982,117.5708,0.9771
3930.8532,0.086982,0,0,0,0,0.090902,0.9,2.66,0.0208881,0,0.9569,117.5744,0.99
3931.0056,0.086668,0,0,0,0,0.089774,0.9,2.66,0.0208876,0,0.9654,117.578,1.0016
3931.158,0.074452,0,0,0,0,0.074452,0.9,2.66,0.020887,0,1,117.5815,1.0778
3931.3104,0.088855,0,0,0,0,0.097697,0.9,2.66,0.0208865,0,0.9095,117.5851,1.0364
3931.4628,0.092656,0,0,0,0,0.11475,0.9,2.66,0.020886,0,0.8075,117.5886,1.0045
3931.6152,0.08953,0,0,0,0,0.104559,0.9,2.66,0.0208854,0,0.8563,117.5922,0.9958
3931.7676,0.089128,0,0,0,0,0.111922,0.9,2.66,0.0208849,0,0.7963,117.5958,1.0179
3931.92,0.091714,0,0,0,0,0.119876,0.9,2.66,0.0208844,0,0.7651,117.5993,1.0074
3932.0724,0.091571,0,0,0,0,0.11251,0.9,2.66,0.0208838,0,0.8139,117.6029,1.0164
3932.2248,0.090395,0,0,0,0,0.102854,0.9,2.66,0.0208833,0,0.8789,117.6065,1.0141
3932.3772,0.08951,0,0,0,0,0.117594,0.9,2.66,0.0208828,0,0.7612,117.61,1.0782
3932.5296,0.078689,0,0,0,0,0.08527,0.9,2.66,0.0208822,0,0.9228,117.6136,1.0149
3932.682,0.076782,0,0,0,0,0.077283,0.9,2.66,0.0208817,0,0.9935,117.6171,0.9987
3932.8344,0.081547,0,0,0,0,0.085784,0.9,2.66,0.0208811,0,0.9506,117.6207,1.0277
3932.9868,0.084049,0,0,0,0,0.086363,0.9,2.66,0.0208806,0,0.9732,117.6243,1.0627
3933.1392,0.080856,0,0,0,0,0.102252,0.9,2.66,0.0208801,0,0.7907,117.6278,1.0561
3933.2916,0.081142,0,0,0,0,0.109082,0.9,2.66,0.0208795,0,0.7439,117.6314,1.0148
3933.444,0.084205,0,0,0,0,0.106821,0.9,2.66,0.020879,0,0.7883,117.635,1.0047
3933.5964,0.08918,0,0,0,0,0.109088,0.9,2.66,0.0208785,0,0.8175,117.6385,1.09
3933.7488,0.090586,0,0,0,0,0.110226,0.9,2.66,0.0208779,0,0.8218,117.6421,1.0329
3933.9012,0.089336,0,0,0,0,0.105688,0.9,2.66,0.0208774,0,0.8453,117.6456,1.0294
3934.0536,0.086741,0,0,0,0,0.095468,0.9,2.66,0.0208769,0,0.9086,117.6492,1.1326
3934.206,0.089808,0,0,0,0,0.102264,0.9,2.66,0.0208763,0,0.8782,117.6528,1.0457
3934.3584,0.07844,0,0,0,0,0.07844,0.9,2.66,0.0208758,0,1,117.6563,1.0544
3934.5108,0.089178,0,0,0,0,0.098837,0.9,2.66,0.0208753,0,0.9023,117.6599,1.06
3934.6632,0.084502,0,0,0,0,0.085245,0.9,2.66,0.0208747,0,0.9913,117.6635,1.0427
3934.8156,0.030753,0,0,0,0,0.030753,0.9,2.66,0.0208742,0,1,117.667,1.1238
3934.968,0.001743,0,0,0,0,0.001743,0.9,2.66,0.0208737,0,1,117.6706,1.055
3935.1204,0.068662,0,0,0,0,0.068662,0.9,2.66,0.0208731,0,1,117.6741,1.0188
3935.2728,0.061508,0,0,0,0,0.061941,0.9,2.66,0.0208726,0,0.993,117.6777,1.0157
3935.4252,0.044785,0,0,0,0,0.068174,0.9,2.66,0.0208721,0,0.6569,117.6813,0.9545
3935.5776,0.061255,0,0,0,0,0.101661,0.9,2.66,0.0208715,0,0.6025,117.6848,0.8927
3935.73,0.079709,0,0,0.0001,0,0.084682,0.9,2.66,0.020871,0,0.9413,117.6884,0.7751
3935.8824,0.083524,0,0,0,0,0.083524,0.9,2.66,0.0208705,0,1,117.692,0.8118
3936.0348,0.081821,0,0,0,0,0.081821,0.9,2.66,0.0208699,0,1,117.6955,0.8742
3936.1872,0.072739,0,0,0,0,0.072739,0.9,2.66,0.0208694,0,1,117.6991,0.9949
3936.3396,0.081239,0,0,0,0,0.081239,0.9,2.66,0.0208689,0,1,117.7027,0.9596
3936.492,0.05724,0,0,0,0,0.087492,0.9,2.66,0.0208683,0,0.6542,117.7062,0.9788
3936.6444,0.065155,0,0,0,0,0.113035,0.9,2.66,0.0208678,0,0.5764,117.7098,1.0013
3936.7968,0.077608,0,0,0,0,0.109096,0.9,2.66,0.0208673,0,0.7114,117.7134,1.0637
3936.9492,0.08495,0,0,0,0,0.100579,0.9,2.66,0.0208667,0,0.8446,117.7169,1.0359
3937.1016,0.08468,0,0,0,0,0.08468,0.9,2.66,0.0208662,0,1,117.7205,1.0226
3937.254,0.07785,0,0,0,0,0.07785,0.9,2.66,0.0208656,0,1,117.724,1.0813
3937.4064,0.090797,0,0,0,0,0.104511,0.9,2.66,0.0208651,0,0.8688,117.7276,1.0959
3937.5588,0.094288,0,0,0,0,0.106815,0.9,2.66,0.0208646,0,0.8827,117.7312,1.1062
3937.7112,0.095634,0,0,0,0,0.106818,0.9,2.66,0.020864,0,0.8953,117.7347,1.0312
3937.8636,0.092723,0,0,0,0,0.097172,0.9,2.66,0.0208635,0,0.9542,117.7383,1.0415
3938.016,0.088576,0,0,0,0,0.097159,0.9,2.66,0.020863,0,0.9117,117.7419,1.0166
3938.1684,0.090411,0,0,0,0,0.101131,0.9,2.66,0.0208624,0,0.894,117.7454,0.9949
3938.3208,0.094795,0,0,0,0,0.115322,0.9,2.66,0.0208619,0,0.822,117.749,0.9725
3938.4732,0.094499,0,0,0,0,0.118746,0.9,2.66,0.0208614,0,0.7958,117.7526,1.027
3938.6256,0.092706,0,0,0,0,0.11652,0.9,2.66,0.0208608,0,0.7956,117.7561,1.0328
3938.778,0.099372,0,0,0,0,0.126691,0.9,2.66,0.0208603,0,0.7844,117.7597,1.0335
3938.9304,0.101743,0,0,0,0,0.130677,0.9,2.66,0.0208598,0,0.7786,117.7633,1.0698
3939.0828,0.098428,0,0,0,0,0.12217,0.9,2.66,0.0208592,0,0.8057,117.7668,1.0513
3939.2352,0.098769,0,0,0,0,0.122159,0.9,2.66,0.0208587,0,0.8085,117.7704,1.0416
3939.3876,0.09623,0,0,0,0,0.110243,0.9,2.66,0.0208582,0,0.8729,117.7739,1.0502
3939.54,0.092453,0,0,0,0,0.099446,0.9,2.66,0.0208576,0,0.9297,117.7775,1.1103
3939.6924,0.091893,0,0,0,0,0.099999,0.9,2.66,0.0208571,0,0.9189,117.7811,1.2892
3939.8448,0.089291,0,0,0,0,0.090921,0.9,2.66,0.0208566,0,0.9821,117.7846,1.3253
3939.9972,0.094195,0,0,0,0,0.112472,0.9,2.66,0.020856,0,0.8375,117.7882,1.3353
3940.1496,0.098906,0,0,0,0,0.119877,0.9,2.66,0.0208555,0,0.8251,117.7918,1.3089
3940.302,0.098882,0,0,0,0,0.111942,0.9,2.66,0.020855,0,0.8833,117.7953,1.1241
3940.4544,0.09223,0,0,0,0,0.099448,0.9,2.66,0.0208544,0,0.9274,117.7989,0.9753
3940.6068,0.094628,0,0,0,0,0.109078,0.9,2.66,0.0208539,0,0.8675,117.8025,0.9828
3940.7592,0.103001,0,0,0,0,0.126682,0.9,2.66,0.0208534,0,0.8131,117.806,0.936
3940.9116,0.103561,0,0,0,0,0.129542,0.9,2.66,0.0208528,0,0.7994,117.8096,1.0178
3941.064,0.100684,0,0,0,0,0.117062,0.9,2.66,0.0208523,0,0.8601,117.8132,0.9702
3941.2164,0.097446,0,0,0,0,0.119883,0.9,2.66,0.0208518,0,0.8128,117.8167,0.9729
3941.3688,0.102292,0,0,0,0,0.127263,0.9,2.66,0.0208512,0,0.8038,117.8203,0.9861
3941.5212,0.101479,0,0,0,0,0.128975,0.9,2.66,0.0208507,0,0.7868,117.8239,0.9964
3941.6736,0.098662,0,0,0,0,0.124438,0.9,2.66,0.0208502,0,0.7929,117.8274,0.9625
3941.826,0.09403,0,0,0,0,0.102869,0.9,2.66,0.0208496,0,0.9141,117.831,0.9185
3941.9784,0.099621,0,0,0,0,0.10738,0.9,2.66,0.0208491,0,0.9277,117.8346,0.9151
3942.1308,0.098766,0,0,0,0,0.102847,0.9,2.66,0.0208486,0,0.9603,117.8381,0.8976
3942.2832,0.096032,0,0,0,0,0.096032,0.9,2.66,0.020848,0,1,117.8417,0.9008
3942.4356,0.100735,0,0,0,0,0.10113,0.9,2.66,0.0208475,0,0.9961,117.8453,0.9426
3942.588,0.103754,0,0,0,0,0.117592,0.9,2.66,0.020847,0,0.8823,117.8488,0.9948
3942.7404,0.10049,0,0,0,0,0.107967,0.9,2.66,0.0208464,0,0.9307,117.8524,0.9639
3942.8928,0.094336,0,0,0,0,0.094336,0.9,2.66,0.0208459,0,1,117.8559,0.9869
3943.0452,0.091481,0,0,0,0,0.091481,0.9,2.66,0.0208454,0,1,117.8595,1.0179
3943.1976,0.097658,0,0,0,0,0.099989,0.9,2.66,0.0208448,0,0.9767,117.8631,0.9708
3943.35,0.099684,0,0,0,0,0.103972,0.9,2.66,0.0208443,0,0.9588,117.8666,1.0001
3943.5024,0.106327,0,0,0,0,0.115326,0.9,2.66,0.0208438,0,0.922,117.8702,0.9748
3943.6548,0.086969,0,0,0,0,0.086969,0.9,2.66,0.0208432,0,1,117.8738,0.9667
3943.8072,0.091471,0,0,0,0,0.091471,0.9,2.66,0.0208427,0,1,117.8773,0.9447
3943.9596,0.089208,0,0,0,0,0.089208,0.9,2.66,0.0208422,0,1,117.8809,0.9215
3944.112,0.082963,0,0,0,0,0.082963,0.9,2.66,0.0208416,0,1,117.8845,0.9485
3944.2644,0.07955,0,0,0,0,0.07955,0.9,2.66,0.0208411,0,1,117.888,0.9053
3944.4168,0.096109,0,0,0,0,0.099973,0.9,2.66,0.0208406,0,0.9613,117.8916,0.9087
3944.5692,0.085814,0,0,0,0,0.085814,0.9,2.66,0.02084,0,1,117.8952,0.9313
3944.7216,0.082391,0,0,0,0,0.082391,0.9,2.66,0.0208395,0,1,117.8987,0.9062
3944.874,0.086358,0,0,0,0,0.086358,0.9,2.66,0.020839,0,1,117.9023,0.9037
3945.0264,0.093255,0,0,0,0,0.096578,0.9,2.66,0.0208384,0,0.9656,117.9059,0.9204
3945.1788,0.084675,0,0,0,0,0.084675,0.9,2.66,0.0208379,0,1,117.9094,0.9147
3945.3312,0.090901,0,0,0,0,0.090901,0.9,2.66,0.0208374,0,1,117.913,0.8961
3945.4836,0.092611,0,0,0,0,0.092611,0.9,2.66,0.0208368,0,1,117.9166,0.9473
3945.636,0.089209,0,0,0,0,0.089209,0.9,2.66,0.0208363,0,1,117.9201,0.9347
3945.7884,0.095636,0,0,0,0,0.099986,0.9,2.66,0.0208358,0,0.9565,117.9237,0.7921
3945.9408,0.059712,0,0,0.0001,0,0.059712,0.9,2.66,0.0208352,0,1,117.9273,0.7188
3946.0932,0.025046,0,0,0.0001,0,0.025046,0.9,2.66,0.0208347,0,1,117.9308,0.6964
3946.2456,0.011949,0,0,0.0001,0,0.011949,0.9,2.66,0.0208342,0,1,117.9344,0.6677
