DEPTH,BVW,CARB_FLAG,COAL_FLAG,KLOGH,KLOGV,PHIF,RHOFL,RHOMA,RW,SAND_FLAG,SW,TEMP,VSH
4011.3204,0.176809,0,0,2.318,1.3839,0.19205,0.9,2.66,0.0206085,1,0.9206,119.4614,0.3524
4011.4728,0.180003,0,0,2.8224,1.7057,0.205097,0.9,2.66,0.020608,1,0.8776,119.465,0.3545
4011.6252,0.175971,0,0,2.4943,1.496,0.193688,0.9,2.66,0.0206074,1,0.9085,119.4686,0.3503
4011.7776,0.178751,0,0,2.9166,1.7662,0.203398,0.9,2.66,0.0206069,1,0.8788,119.4722,0.3514
4011.93,0.091699,0,0,0.7136,0.3962,0.091699,0.9,2.66,0.0206064,0,1,119.4758,0.32
4012.0824,0.066295,0,0,0.8851,0.498,0.069347,0.9,2.66,0.0206059,0,0.956,119.4794,0.2898
4012.2348,0.034705,0,0,0.2884,0.1514,0.034705,0.9,2.66,0.0206053,0,1,119.483,0.3131
4012.3872,0.038064,0,0,0.175,0.0891,0.038064,0.9,2.66,0.0206048,0,1,119.4866,0.3402
4012.5396,0,0,0,0.1026,0.0506,0,0.9,2.66,0.0206043,0,1,119.4901,0.3321
4012.692,0,0,0,0.1925,0.0986,0,0.9,2.66,0.0206038,0,1,119.4937,0.3017
4012.8444,0,0,0,0.3485,0.1851,0,0.9,2.66,0.0206032,0,1,119.4973,0.2731
4012.9968,0.13769,0,0,5.4301,3.4166,0.144683,0.9,2.66,0.0206027,1,0.9517,119.5009,0.2692
4013.1492,0.142565,0,0,4.6169,2.8761,0.151696,0.9,2.66,0.0206022,1,0.9398,119.5045,0.2832
4013.3016,0.147131,0,0,3.9,2.4043,0.161918,0.9,2.66,0.0206017,1,0.9087,119.5081,0.3005
4013.454,0.14579,0,0,2.3026,1.3741,0.152853,0.9,2.66,0.0206011,1,0.9538,119.5117,0.3178
4013.6064,0.043326,0,0,0.5668,0.3103,0.043326,0.9,2.66,0.0206006,0,1,119.5153,0.2881
4013.7588,0,0,0,0.9878,0.5596,0,0.9,2.66,0.0206001,0,1,119.5189,0.2228
4013.9112,0,0,0,2.2248,1.3249,0,0.9,2.66,0.0205996,0,1,119.5225,0.1836
4014.0636,0,0,0,1.8473,1.0876,0,0.9,2.66,0.020599,0,1,119.526,0.1926
4014.216,0,0,0,1.1532,0.6595,0,0.9,2.66,0.0205985,0,1,119.5296,0.2153
4014.3684,0.061137,0,0,12.6599,8.3921,0.145206,0.9,2.66,0.020598,1,0.421,119.5332,0.2288
4014.5208,0.132697,0,0,13.578,9.0397,0.134106,0.9,2.66,0.0205975,1,0.9895,119.5368,0.2156
4014.6732,0.125874,0,0,15.745,10.5784,0.168705,0.9,2.66,0.0205969,1,0.7461,119.5404,0.2392
4014.8256,0.089123,0,0,11.1406,7.3271,0.174424,0.9,2.66,0.0205964,1,0.511,119.544,0.2609
4014.978,0.076258,0,0,12.3073,8.1442,0.168114,0.9,2.66,0.0205959,1,0.4536,119.5476,0.2505
4015.1304,0.09941,0,0,17.8542,12.0888,0.175523,0.9,2.66,0.0205954,1,0.5664,119.5512,0.2392
4015.2828,0.143217,0,0,12.5873,8.3411,0.175113,0.9,2.66,0.0205948,1,0.8179,119.5548,0.2557
4015.4352,0.059243,0,0,1.8927,1.116,0.059243,0.9,2.66,0.0205943,0,1,119.5584,0.2441
4015.5876,0.006887,0,0,0.8373,0.4695,0.006887,0.9,2.66,0.0205938,0,1,119.562,0.2369
4015.74,0.139031,0,0,8.5339,5.5212,0.139031,0.9,2.66,0.0205933,1,1,119.5655,0.2423
4015.8924,0.172296,0,0,17.7061,11.9824,0.189706,0.9,2.66,0.0205927,1,0.9082,119.5691,0.2522
4016.0448,0.181096,0,0,18.7625,12.7428,0.187503,0.9,2.66,0.0205922,1,0.9658,119.5727,0.2474
4016.1972,0.172219,0,0,21.7047,14.8739,0.197714,0.9,2.66,0.0205917,1,0.8711,119.5763,0.2495
4016.3496,0.175321,0,0,11.1654,7.3444,0.180137,0.9,2.66,0.0205912,1,0.9733,119.5799,0.2659
4016.502,0.172752,0,0,6.6071,4.2084,0.178028,0.9,2.66,0.0205906,1,0.9704,119.5835,0.2895
4016.6544,0.171214,0,0,11.061,7.2715,0.192027,0.9,2.66,0.0205901,1,0.8916,119.5871,0.2769
4016.8068,0.161207,0,0,6.2888,3.9928,0.181264,0.9,2.66,0.0205896,1,0.8893,119.5907,0.2946
4016.9592,0.153171,0,0,4.4774,2.7839,0.177278,0.9,2.66,0.0205891,1,0.864,119.5943,0.3075
4017.1116,0.116557,0,0,1.8209,1.0711,0.116557,0.9,2.66,0.0205885,0,1,119.5979,0.2969
4017.264,0.102659,0,0,3.4568,2.1153,0.110236,0.9,2.66,0.020588,0,0.9313,119.6015,0.2604
4017.4164,0.103651,0,0,4.8017,2.9984,0.123846,0.9,2.66,0.0205875,0,0.8369,119.605,0.2566
4017.5688,0.097403,0,0,5.2178,3.2749,0.11365,0.9,2.66,0.020587,0,0.857,119.6086,0.2435
4017.7212,0.0864,0,0,2.5845,1.5534,0.0864,0.9,2.66,0.0205865,0,1,119.6122,0.2532
4017.8736,0.072178,0,0,1.43,0.8287,0.072178,0.9,2.66,0.0205859,0,1,119.6158,0.2691
4018.026,0.064783,0,0,1.0827,0.6168,0.064783,0.9,2.66,0.0205854,0,1,119.6194,0.276
4018.1784,0.128893,0,0,1.5559,0.9064,0.128893,0.9,2.66,0.0205849,1,1,119.623,0.3155
4018.3308,0.164158,0,0,3.1256,1.9008,0.164158,0.9,2.66,0.0205844,1,1,119.6266,0.3131
4018.4832,0.186748,0,0,6.932,4.4277,0.208465,0.9,2.66,0.0205838,1,0.8958,119.6302,0.3141
4018.6356,0.184642,0,0,5.1064,3.2007,0.195472,0.9,2.66,0.0205833,1,0.9446,119.6338,0.3173
4018.788,0.174495,0,0,4.0604,2.5094,0.19432,0.9,2.66,0.0205828,1,0.898,119.6374,0.3273
4018.9404,0.163167,0,0,2.5494,1.531,0.181267,0.9,2.66,0.0205823,1,0.9001,119.641,0.3382
4019.0928,0.135372,0,0,2.9471,1.7857,0.186924,0.9,2.66,0.0205817,1,0.7242,119.6445,0.3362
4019.2452,0.153743,0,0,3.8817,2.3924,0.198848,0.9,2.66,0.0205812,1,0.7732,119.6481,0.3335
4019.3976,0.154654,0,0,3.2972,2.0118,0.200566,0.9,2.66,0.0205807,1,0.7711,119.6517,0.3429
4019.55,0.164827,0,0,4.8686,3.0428,0.20908,0.9,2.66,0.0205802,1,0.7883,119.6553,0.3317
4019.7024,0.177466,0,0,2.8933,1.7512,0.19604,0.9,2.66,0.0205796,1,0.9053,119.6589,0.3452
4019.8548,0.185224,0,0,1.6587,0.9701,0.190916,0.9,2.66,0.0205791,1,0.9702,119.6625,0.3675
4020.0072,0.187795,0,0,2.9614,1.7949,0.200556,0.9,2.66,0.0205786,1,0.9364,119.6661,0.3481
4020.1596,0.189676,0,0,3.4576,2.1158,0.207945,0.9,2.66,0.0205781,1,0.9121,119.6697,0.3472
4020.312,0.187529,0,0,4.2057,2.6048,0.20228,0.9,2.66,0.0205775,1,0.9271,119.6733,0.3327
4020.4644,0.183668,0,0,4.739,2.9568,0.20284,0.9,2.66,0.020577,1,0.9055,119.6769,0.3274
4020.6168,0.182256,0,0,3.4329,2.0998,0.204543,0.9,2.66,0.0205765,1,0.891,119.6804,0.3445
4020.7692,0.130211,0,0,1.0828,0.6169,0.130211,0.9,2.66,0.020576,1,1,119.684,0.3341
4020.9216,0,0,0,0.1086,0.0537,0,0.9,2.66,0.0205755,0,1,119.6876,0.3294
4021.074,0,0,0,0.1882,0.0962,0,0.9,2.66,0.0205749,0,1,119.6912,0.3028
4021.2264,0.105542,0,0,1.3741,0.7944,0.105542,0.9,2.66,0.0205744,1,1,119.6948,0.3007
4021.3788,0.144892,0,0,7.9027,5.0887,0.211225,0.9,2.66,0.0205739,1,0.686,119.6984,0.3102
4021.5312,0.180389,0,0,4.2498,2.6339,0.196043,0.9,2.66,0.0205734,1,0.9201,119.702,0.3267
4021.6836,0.159139,0,0,2.6503,1.5955,0.159139,0.9,2.66,0.0205728,1,1,119.7056,0.3166
4021.836,0.094403,0,0,0.5511,0.3012,0.094403,0.9,2.66,0.0205723,0,1,119.7092,0.3349
4021.9884,0.107937,0,0,1.2678,0.7293,0.107937,0.9,2.66,0.0205718,0,1,119.7128,0.3067
4022.1408,0.096038,0,0,1.5124,0.8795,0.096038,0.9,2.66,0.0205713,0,1,119.7163,0.2876
4022.2932,0,0,0,0.5734,0.3141,0,0.9,2.66,0.0205708,0,1,119.7199,0.2491
4022.4456,0,0,0,0.8093,0.4528,0,0.9,2.66,0.0205702,0,1,119.7235,0.2324
4022.598,0.022566,0,0,2.7682,1.6709,0.022566,0.9,2.66,0.0205697,0,1,119.7271,0.1931
4022.7504,0,0,0,2.2273,1.3265,0,0.9,2.66,0.0205692,0,1,119.7307,0.1836
4022.9028,0,0,0,2.8978,1.7541,0,0.9,2.66,0.0205687,0,1,119.7343,0.1709
4023.0552,0.016948,0,0,3.5199,2.1563,0.016948,0.9,2.66,0.0205681,0,1,119.7379,0.1766
4023.2076,0,0,0,0.7869,0.4396,0,0.9,2.66,0.0205676,0,1,119.7415,0.2338
4023.36,0.022686,0,0,0.3076,0.1621,0.022686,0.9,2.66,0.0205671,0,1,119.7451,0.2993
4023.5124,0.016486,0,0,0.1088,0.0538,0.016486,0.9,2.66,0.0205666,0,1,119.7486,0.3439
4023.6648,0.010803,0,0,0.1143,0.0567,0.010803,0.9,2.66,0.020566,0,1,119.7522,0.3365
4023.8172,0.015335,0,0,0.1248,0.0622,0.015335,0.9,2.66,0.0205655,0,1,119.7558,0.3363
4023.9696,0.113507,0,0,1.774,1.0418,0.113507,0.9,2.66,0.020565,0,1,119.7594,0.2955
4024.122,0.130659,0,0,5.6197,3.5434,0.130659,0.9,2.66,0.0205645,1,1,119.763,0.2551
4024.2744,0.12671,0,0,5.5718,3.5114,0.12671,0.9,2.66,0.020564,1,1,119.7666,0.252
4024.4268,0.152239,0,0,15.2271,10.2094,0.152239,0.9,2.66,0.0205634,1,1,119.7702,0.2261
4024.5792,0.136385,0,0,11.7187,7.7313,0.136385,0.9,2.66,0.0205629,1,1,119.7738,0.2247
4024.7316,0.113666,0,0,8.2738,5.3427,0.113666,0.9,2.66,0.0205624,1,1,119.7774,0.2213
4024.884,0.123283,0,0,5.3476,3.3615,0.123283,0.9,2.66,0.0205619,1,1,119.781,0.2509
4025.0364,0.096059,0,0,0.5424,0.2961,0.096059,0.9,2.66,0.0205613,0,1,119.7845,0.3371
4025.1888,0.075595,0,0,0.0014,0.0005,0.075595,0.9,2.66,0.0205608,0,1,119.7881,0.6052
4025.3412,0.075568,0,0,0.0006,0.0002,0.075568,0.9,2.66,0.0205603,0,1,119.7917,0.6503
4025.4936,0.064787,0,0,0.0004,0.0001,0.064787,0.9,2.66,0.0205598,0,1,119.7953,0.6573
4025.646,0,0,0,0.0001,0,0,0.9,2.66,0.0205593,0,1,119.7989,0.6861
4025.7984,0,0,0,0.0004,0.0001,0,0.9,2.66,0.0205587,0,1,119.8025,0.5989
4025.9508,0,0,0,0.0009,0.0003,0,0.9,2.66,0.0205582,0,1,119.8061,0.5612
4026.1032,0,0,0,0.0007,0.0003,0,0.9,2.66,0.0205577,0,1,119.8097,0.57
4026.2556,0,0,0,0.0009,0.0003,0,0.9,2.66,0.0205572,0,1,119.8133,0.5588
4026.408,0,0,0,0.0022,0.0009,0,0.9,2.66,0.0205566,0,1,119.8168,0.5173
4026.5604,0,0,0,0.0276,0.0125,0,0.9,2.66,0.0205561,0,1,119.8204,0.3955
4026.7128,0,0,0,0.062,0.0296,0,0.9,2.66,0.0205556,0,1,119.824,0.3564
4026.8652,0,0,0,0.0339,0.0156,0,0.9,2.66,0.0205551,0,1,119.8276,0.3856
4027.0176,0,0,0,0.0261,0.0118,0,0.9,2.66,0.0205546,0,1,119.8312,0.3982
4027.17,0,0,0,0.0835,0.0406,0,0.9,2.66,0.020554,0,1,119.8348,0.342
4027.3224,0,0,0,0.3486,0.1852,0,0.9,2.66,0.0205535,0,1,119.8384,0.2731
4027.4748,0,0,0,0.2886,0.1516,0,0.9,2.66,0.020553,0,1,119.842,0.2822
4027.6272,0.003291,0,0,0.3813,0.2037,0.003291,0.9,2.66,0.0205525,0,1,119.8456,0.2717
4027.7796,0.111222,0,0,6.9209,4.4202,0.111222,0.9,2.66,0.0205519,0,1,119.8491,0.2277
4027.932,0.12328,0,0,5.9328,3.7533,0.12328,0.9,2.66,0.0205514,0,1,119.8527,0.2459
4028.0844,0.15038,0,0,5.8298,3.6842,0.172095,0.9,2.66,0.0205509,0,0.8738,119.8563,0.2901
4028.2368,0.11882,0,0,2.1438,1.2738,0.11882,0.9,2.66,0.0205504,0,1,119.8599,0.291
4028.3892,0.014342,0,0,0.1513,0.0763,0.014342,0.9,2.66,0.0205499,0,1,119.8635,0.3261
4028.5416,0,0,0,0.0232,0.0104,0,0.9,2.66,0.0205493,0,1,119.8671,0.4038
4028.694,0,0,0,0.0221,0.0099,0,0.9,2.66,0.0205488,0,1,119.8707,0.4063
4028.8464,0.045316,0,0,0.0658,0.0315,0.045316,0.9,2.66,0.0205483,0,1,119.8743,0.3938
4028.9988,0.06418,0,0,0.1064,0.0525,0.06418,0.9,2.66,0.0205478,0,1,119.8778,0.3874
4029.1512,0.074418,0,0,0.2689,0.1406,0.074418,0.9,2.66,0.0205473,0,1,119.8814,0.3517
4029.3036,0.064786,0,0,0.6215,0.3422,0.064786,0.9,2.66,0.0205467,0,1,119.885,0.3028
4029.456,0.059098,0,0,0.523,0.2849,0.059098,0.9,2.66,0.0205462,0,1,119.8886,0.306
4029.6084,0.062496,0,0,0.482,0.2612,0.062496,0.9,2.66,0.0205457,0,1,119.8922,0.313
4029.7608,0.031859,0,0,0.3231,0.1709,0.031859,0.9,2.66,0.0205452,0,1,119.8958,0.3051
4029.9132,0.016497,0,0,0.2647,0.1382,0.016497,0.9,2.66,0.0205446,0,1,119.8994,0.301
4030.0656,0,0,0,0.1543,0.078,0,0.9,2.66,0.0205441,0,1,119.903,0.3124
4030.218,0.063528,0,0,0.4332,0.2332,0.063528,0.9,2.66,0.0205436,0,1,119.9066,0.3191
4030.3704,0.085199,0,0,0.456,0.2463,0.085199,0.9,2.66,0.0205431,0,1,119.9101,0.3358
4030.5228,0.116653,0,0,0.8067,0.4513,0.124948,0.9,2.66,0.0205426,0,0.9336,119.9137,0.3437
4030.6752,0.090309,0,0,1.1194,0.639,0.132377,0.9,2.66,0.020542,0,0.6822,119.9173,0.3344
4030.8276,0.048406,0,0,0.4847,0.2628,0.048406,0.9,2.66,0.0205415,0,1,119.9209,0.3002
4030.98,0,0,0,0.2373,0.1231,0,0.9,2.66,0.020541,0,1,119.9245,0.2916
4031.1324,0,0,0,0.2451,0.1274,0,0.9,2.66,0.0205405,0,1,119.9281,0.2901
4031.2848,0,0,0,0.1326,0.0664,0,0.9,2.66,0.02054,0,1,119.9317,0.3197
4031.4372,0,0,0,0.0309,0.0142,0,0.9,2.66,0.0205394,0,1,119.9353,0.3899
4031.5896,0.16282,0,0,0.1406,0.0706,0.16282,0.9,2.66,0.0205389,1,1,119.9389,0.4616
4031.742,0.157961,0,0,0.138,0.0693,0.157961,0.9,2.66,0.0205384,1,1,119.9424,0.4582
4031.8944,0.17895,0,0,0.2042,0.105,0.17895,0.9,2.66,0.0205379,1,1,119.946,0.4579
4032.0468,0.183517,0,0,0.2144,0.1106,0.183517,0.9,2.66,0.0205373,1,1,119.9496,0.4596
4032.1992,0.176146,0,0,0.3341,0.177,0.176146,0.9,2.66,0.0205368,1,1,119.9532,0.4317
4032.3516,0.180676,0,0,0.3707,0.1977,0.180676,0.9,2.66,0.0205363,1,1,119.9568,0.4307
4032.504,0.190186,0,0,0.4152,0.223,0.218133,0.9,2.66,0.0205358,1,0.8719,119.9604,0.4585
4032.6564,0.185176,0,0,0.2781,0.1457,0.190377,0.9,2.66,0.0205353,1,0.9727,119.964,0.4532
4032.8088,0.178425,0,0,0.7212,0.4007,0.178425,0.9,2.66,0.0205347,1,1,119.9676,0.3966
4032.9612,0.146065,0,0,0.8136,0.4554,0.146065,0.9,2.66,0.0205342,1,1,119.9711,0.362
4033.1136,0.142051,0,0,0.6807,0.3768,0.142051,0.9,2.66,0.0205337,1,1,119.9747,0.3671
4033.266,0.132967,0,0,0.5448,0.2975,0.132967,0.9,2.66,0.0205332,1,1,119.9783,0.3697
4033.4184,0.137494,0,0,0.4135,0.222,0.137494,0.9,2.66,0.0205327,1,1,119.9819,0.3871
4033.5708,0.139992,0,0,0.0301,0.0137,0.148281,0.9,2.66,0.0205321,1,0.9441,119.9855,0.5232
4033.7232,0.098929,0,0,0,0,0.098929,0.9,2.66,0.0205316,0,1,119.9891,0.7934
4033.8756,0.089811,0,0,0,0,0.089811,0.9,2.66,0.0205311,0,1,119.9927,0.8896
4034.028,0.096582,0,0,0,0,0.096582,0.9,2.66,0.0205306,0,1,119.9962,0.9264
4034.1804,0.099428,0,0,0,0,0.099428,0.9,2.66,0.0205301,0,1,119.9998,0.9053
4034.3328,0.071627,0,0,0,0,0.071627,0.9,2.66,0.0205295,0,1,120.0034,0.8397
4034.4852,0.029601,0,0,0,0,0.029601,0.9,2.66,0.020529,0,1,120.007,0.7819
4034.6376,0.021601,0,0,0,0,0.021601,0.9,2.66,0.0205285,0,1,120.0106,0.7548
4034.79,0.018186,0,0,0,0,0.018186,0.9,2.66,0.020528,0,1,120.0142,0.7541
4034.9424,0.009103,0,0,0,0,0.009103,0.9,2.66,0.0205275,0,1,120.0178,0.7202
4035.0948,0,0,0,0.0003,0.0001,0,0.9,2.66,0.0205269,0,1,120.0214,0.6158
4035.2472,0,0,0,0.0011,0.0004,0,0.9,2.66,0.0205264,0,1,120.0249,0.5532
4035.3996,0,0,0,0.0125,0.0054,0,0.9,2.66,0.0205259,0,1,120.0285,0.4337
4035.552,0,0,0,0.2894,0.152,0,0.9,2.66,0.0205254,0,1,120.0321,0.2821
4035.7044,0,0,0,0.5834,0.3199,0,0.9,2.66,0.0205249,0,1,120.0357,0.2482
4035.8568,0.066389,0,0,0.1,3.5532,0.066389,0.9,2.66,0.0205243,0,1,120.0393,0.1978
4036.0092,0.145023,1,0,0.1,46.0334,0.151195,0.9,2.71,0.0205238,0,0.9592,120.0429,0.1568
4036.1616,0.147389,1,0,0.1,28.9807,0.147389,0.9,2.71,0.0205233,0,1,120.0465,0.1744
4036.314,0.141156,1,0,0.1,17.0209,0.141156,0.9,2.71,0.0205228,0,1,120.05,0.1931
4036.4664,0.171245,1,0,0.1,52.3997,0.171245,0.9,2.71,0.0205223,0,1,120.0536,0.1687
4036.6188,0.183383,0,0,430.6762,354.8073,0.203607,0.9,2.66,0.0205217,1,0.9007,120.0572,0.1105
4036.7712,0.181017,0,0,1777.7124,1598.2675,0.223247,0.9,2.66,0.0205212,1,0.8108,120.0608,0.0596
4036.9236,0.201485,0,0,2977.1294,2763.0381,0.223891,0.9,2.66,0.0205207,1,0.8999,120.0644,0.0353
4037.076,0.21672,0,0,2833.4731,2621.7092,0.21672,0.9,2.66,0.0205202,1,1,120.068,0.0313
4037.2284,0.223717,0,0,3445.3123,3226.4653,0.227054,0.9,2.66,0.0205197,1,0.9853,120.0716,0.031
4037.3808,0.213797,0,0,3291.1042,3073.3669,0.233763,0.9,2.66,0.0205191,1,0.9146,120.0752,0.0392
4037.5332,0.214429,0,0,2746.6008,2536.457,0.227689,0.9,2.66,0.0205186,1,0.9418,120.0787,0.0425
4037.6856,0.204669,0,0,1773.3679,1594.1211,0.204669,0.9,2.66,0.0205181,1,1,120.0823,0.0432
4037.838,0.199573,0,0,1716.1442,1539.566,0.199573,0.9,2.66,0.0205176,1,1,120.0859,0.0402
4037.9904,0.201497,0,0,1650.1589,1476.7972,0.201497,0.9,2.66,0.0205171,1,1,120.0895,0.0438
4038.1428,0.205034,0,0,1694.1643,1518.6407,0.205034,0.9,2.66,0.0205165,1,1,120.0931,0.0457
4038.2952,0.201665,0,0,1609.6985,1438.3851,0.201665,0.9,2.66,0.020516,1,1,120.0967,0.0452
4038.4476,0.194531,0,0,1672.0432,1497.598,0.194531,0.9,2.66,0.0205155,1,1,120.1003,0.037
4038.6,0.196676,0,0,2024.2516,1834.5459,0.196676,0.9,2.66,0.020515,1,1,120.1039,0.0297
4038.7524,0.19216,0,0,1687.6732,1512.4644,0.19216,0.9,2.66,0.0205145,1,1,120.1074,0.0344
4038.9048,0.199286,0,0,1583.7467,1413.7784,0.199286,0.9,2.66,0.0205139,1,1,120.111,0.0438
4039.0572,0.204972,0,0,1552.3571,1384.049,0.204972,0.9,2.66,0.0205134,1,1,120.1146,0.0499
4039.2096,0.20548,0,0,1393.0587,1233.7616,0.209295,0.9,2.66,0.0205129,1,0.9818,120.1182,0.0589
4039.362,0.201734,0,0,1957.3539,1770.2473,0.201734,0.9,2.66,0.0205124,1,1,120.1218,0.0358
4039.5144,0.201688,0,0,1906.0927,1721.069,0.201688,0.9,2.66,0.0205119,1,1,120.1254,0.037
4039.6668,0.20508,0,0,2131.6262,1938.0211,0.20508,0.9,2.66,0.0205113,1,1,120.129,0.0347
4039.8192,0.195727,0,0,2153.1682,1958.8201,0.195727,0.9,2.66,0.0205108,1,1,120.1325,0.0259
4039.9716,0.201223,0,0,2024.4928,1834.778,0.201223,0.9,2.66,0.0205103,1,1,120.1361,0.0337
4040.124,0.190425,0,0,1534.5706,1367.2195,0.190425,0.9,2.66,0.0205098,1,1,120.1397,0.0375
4040.2764,0.18115,0,0,747.3668,636.9843,0.18115,0.9,2.66,0.0205093,1,1,120.1433,0.064
4040.4288,0.185112,0,0,1127.7891,985.9064,0.185112,0.9,2.66,0.0205087,1,1,120.1469,0.0476
4040.5812,0.197082,0,0,1651.3619,1477.9403,0.197082,0.9,2.66,0.0205082,1,1,120.1505,0.0399
4040.7336,0.192592,0,0,1295.22,1141.9741,0.192592,0.9,2.66,0.0205077,1,1,120.1541,0.0476
4040.886,0.195913,0,0,1499.3589,1333.938,0.195913,0.9,2.66,0.0205072,1,1,120.1576,0.0435
4041.0384,0.200171,0,0,1456.5662,1293.556,0.200171,0.9,2.66,0.0205067,1,1,120.1612,0.0487
4041.1908,0.184636,0,0,1247.6792,1097.5259,0.184636,0.9,2.66,0.0205061,1,1,120.1648,0.0423
4041.3432,0.191413,0,0,1550.847,1382.6196,0.191413,0.9,2.66,0.0205056,1,1,120.1684,0.0379
4041.4956,0.183343,0,0,1351.7335,1194.9423,0.183343,0.9,2.66,0.0205051,1,1,120.172,0.0373
4041.648,0.191824,0,0,1018.5989,884.8822,0.191824,0.9,2.66,0.0205046,1,1,120.1756,0.0585
4041.8004,0.204916,0,0,1712.0773,1535.693,0.204916,0.9,2.66,0.0205041,1,1,120.1792,0.0451
4041.9528,0.199496,0,0,1570.5033,1401.231,0.199496,0.9,2.66,0.0205036,1,1,120.1827,0.0444
4042.1052,0.205119,0,0,1110.2273,969.6157,0.205119,0.9,2.66,0.020503,1,1,120.1863,0.0662
4042.2576,0.20566,0,0,1349.9084,1193.2295,0.20566,0.9,2.66,0.0205025,1,1,120.1899,0.0572
4042.41,0.214165,0,0,1791.4108,1611.3452,0.214165,0.9,2.66,0.020502,1,1,120.1935,0.0511
4042.5624,0.199435,0,0,1419.6603,1258.7878,0.199435,0.9,2.66,0.0205015,1,1,120.1971,0.0493
4042.7148,0.190119,0,0,1297.9623,1144.5411,0.204504,0.9,2.66,0.020501,1,0.9297,120.2007,0.0581
4042.8672,0.201698,0,0,1268.6204,1117.0922,0.215424,0.9,2.66,0.0205004,1,0.9363,120.2043,0.0689
4043.0196,0.204551,0,0,1169.5033,1024.6638,0.204551,0.9,2.66,0.0204999,1,1,120.2078,0.0632
4043.172,0.20609,0,0,1424.6982,1263.5308,0.20609,0.9,2.66,0.0204994,1,1,120.2114,0.055
4043.3244,0.207449,0,0,1766.1827,1587.265,0.207449,0.9,2.66,0.0204989,1,1,120.215,0.0458
4043.4768,0.204555,0,0,1220.2151,1071.8955,0.204555,0.9,2.66,0.0204984,1,1,120.2186,0.0611
4043.6292,0.20001,0,0,1096.3671,956.7698,0.20001,0.9,2.66,0.0204978,1,1,120.2222,0.0622
4043.7816,0.201489,0,0,1098.8202,959.0427,0.201489,0.9,2.66,0.0204973,1,1,120.2258,0.0634
4043.934,0.205257,0,0,1585.7299,1415.658,0.205257,0.9,2.66,0.0204968,1,1,120.2294,0.0491
4044.0864,0.201981,0,0,1521.4657,1354.8274,0.201981,0.9,2.66,0.0204963,1,1,120.2329,0.0482
4044.2388,0.19868,0,0,1525.8152,1358.9396,0.203121,0.9,2.66,0.0204958,1,0.9781,120.2365,0.0491
4044.3912,0.189563,0,0,1225.0044,1076.3625,0.198143,0.9,2.66,0.0204953,1,0.9567,120.2401,0.0552
4044.5436,0.197672,0,0,1623.822,1451.787,0.204644,0.9,2.66,0.0204947,1,0.9659,120.2437,0.0474
4044.696,0.202051,0,0,1195.5942,1048.9489,0.202051,0.9,2.66,0.0204942,1,1,120.2473,0.0599
4044.8484,0.200186,0,0,1603.6694,1432.6664,0.200186,0.9,2.66,0.0204937,1,1,120.2509,0.044
4045.0008,0.198873,0,0,1305.6033,1151.7157,0.198873,0.9,2.66,0.0204932,1,1,120.2544,0.0528
4045.1532,0.195167,0,0,909.435,784.5485,0.195167,0.9,2.66,0.0204927,1,1,120.258,0.067
4045.3056,0.195143,0,0,921.8901,795.9602,0.195143,0.9,2.66,0.0204921,1,1,120.2616,0.0663
4045.458,0.202143,0,0,1446.84,1284.3879,0.202143,0.9,2.66,0.0204916,1,1,120.2652,0.0507
4045.6104,0.205302,0,0,1664.3273,1490.2622,0.209224,0.9,2.66,0.0204911,1,0.9813,120.2688,0.0503
4045.7628,0.165035,0,0,1809.6713,1628.788,0.213317,0.9,2.66,0.0204906,1,0.7737,120.2724,0.0499
4045.9152,0.203824,0,0,1837.4412,1655.3351,0.203824,0.9,2.66,0.0204901,1,1,120.276,0.0407
4046.0676,0.176738,0,0,1235.5028,1086.1582,0.176738,0.9,2.66,0.0204896,1,1,120.2795,0.0358
4046.22,0.195234,0,0,1701.2073,1525.344,0.195234,0.9,2.66,0.020489,1,1,120.2831,0.0368
4046.3724,0.192579,0,0,1599.6709,1428.8744,0.192579,0.9,2.66,0.0204885,1,1,120.2867,0.0374
4046.5248,0.161385,1,0,0.1,762.3745,0.161385,0.9,2.71,0.020488,0,1,120.2903,0.0382
4046.6772,0.148084,1,0,0.1,325.9311,0.148084,0.9,2.71,0.0204875,0,1,120.2939,0.065
4046.8296,0.140342,1,0,0.1,197.3603,0.140342,0.9,2.71,0.020487,0,1,120.2974,0.0809
4046.982,0.183641,0.552,0,415.9562,341.9467,0.183641,0.9,2.71,0.0204865,1,1,120.301,0.0945
4047.1344,0.190817,0,0,294.0807,236.6449,0.200252,0.9,2.66,0.0204859,1,0.9529,120.3046,0.1259
4047.2868,0.197378,0,0,263.4708,210.582,0.209636,0.9,2.66,0.0204854,1,0.9415,120.3082,0.1396
4047.4392,0.204786,0,0,198.1534,155.6198,0.215638,0.9,2.66,0.0204849,1,0.9497,120.3118,0.1587
4047.5916,0.204508,0,0,143.181,110.2178,0.209422,0.9,2.66,0.0204844,1,0.9765,120.3154,0.1688
4047.744,0.200504,0,0,175.6753,136.9466,0.200504,0.9,2.66,0.0204839,1,1,120.3189,0.151
4047.8964,0.20052,0,0,183.86,143.7297,0.202802,0.9,2.66,0.0204833,1,0.9887,120.3225,0.1509
4048.0488,0.198879,0,0,108.3661,81.998,0.205995,0.9,2.66,0.0204828,1,0.9655,120.3261,0.1792
